cohort,age_band,bin,combination,drug_names,interaction_size,mean_combined_importance,sum_combined_importance,best_rank,worst_rank,patient_rule_profile_support,strict_rule_support,evidence_type,interpretation_limit
non_opioid_ed,45_54,low,item_drug_ALPRAZOLAM|item_drug_AMOXICILLIN,ALPRAZOLAM + AMOXICILLIN,2,0.0029530363845934,0.0059060727691868,8,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_GLIPIZIDE|item_drug_VIAGRA|item_drug_ZOSTAVAX,GLIPIZIDE + VIAGRA + ZOSTAVAX,3,0.0009536102392750668,0.0028608307178252003,14,19,1975,1975,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN|item_drug_LISINOPRIL,HYDROCHLOROTHIAZIDE + IBUPROFEN + LISINOPRIL,3,0.006978455540409067,0.020935366621227202,4,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN|item_drug_MELOXICAM,HYDROCHLOROTHIAZIDE + IBUPROFEN + MELOXICAM,3,0.0018717273493206001,0.0056151820479618,8,15,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN|item_drug_MUPIROCIN,HYDROCHLOROTHIAZIDE + IBUPROFEN + MUPIROCIN,3,0.0019814862196172334,0.0059444586588517,8,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN|item_drug_NAPROXEN,HYDROCHLOROTHIAZIDE + IBUPROFEN + NAPROXEN,3,0.0015672528992603998,0.0047017586977811995,8,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN|item_drug_OMEPRAZOLE,HYDROCHLOROTHIAZIDE + IBUPROFEN + OMEPRAZOLE,3,0.002282728717715533,0.0068481861531466,7,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + IBUPROFEN + PREDNISONE,3,0.0018982172718668,0.0056946518156004,8,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN|item_drug_SIMVASTATIN,HYDROCHLOROTHIAZIDE + IBUPROFEN + SIMVASTATIN,3,0.0020777584418816,0.0062332753256448,8,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN|item_drug_VIAGRA,HYDROCHLOROTHIAZIDE + IBUPROFEN + VIAGRA,3,0.0017442482382229,0.0052327447146687,8,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_IBUPROFEN|item_drug_ZOSTAVAX,HYDROCHLOROTHIAZIDE + IBUPROFEN + ZOSTAVAX,3,0.0015611050564719,0.0046833151694157,8,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL|item_drug_MELOXICAM,HYDROCHLOROTHIAZIDE + LISINOPRIL + MELOXICAM,3,0.006590602342882266,0.0197718070286468,4,15,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL|item_drug_MUPIROCIN,HYDROCHLOROTHIAZIDE + LISINOPRIL + MUPIROCIN,3,0.0067003612131789,0.0201010836395367,4,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL|item_drug_NAPROXEN,HYDROCHLOROTHIAZIDE + LISINOPRIL + NAPROXEN,3,0.006286127892822066,0.0188583836784662,4,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,HYDROCHLOROTHIAZIDE + LISINOPRIL + OMEPRAZOLE,3,0.0070016037112772,0.0210048111338316,4,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + LISINOPRIL + PREDNISONE,3,0.006617092265428466,0.0198512767962854,4,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL|item_drug_SIMVASTATIN,HYDROCHLOROTHIAZIDE + LISINOPRIL + SIMVASTATIN,3,0.006796633435443267,0.0203899003063298,4,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL|item_drug_VIAGRA,HYDROCHLOROTHIAZIDE + LISINOPRIL + VIAGRA,3,0.0064631232317845675,0.019389369695353702,4,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_LISINOPRIL|item_drug_ZOSTAVAX,HYDROCHLOROTHIAZIDE + LISINOPRIL + ZOSTAVAX,3,0.006279980050033568,0.018839940150100702,4,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_MELOXICAM|item_drug_MUPIROCIN,HYDROCHLOROTHIAZIDE + MELOXICAM + MUPIROCIN,3,0.0015936330220904333,0.0047808990662713,10,15,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_MELOXICAM|item_drug_NAPROXEN,HYDROCHLOROTHIAZIDE + MELOXICAM + NAPROXEN,3,0.0011793997017336,0.0035381991052008,13,17,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_MELOXICAM|item_drug_OMEPRAZOLE,HYDROCHLOROTHIAZIDE + MELOXICAM + OMEPRAZOLE,3,0.0018948755201887333,0.0056846265605662,7,15,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_MELOXICAM|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + MELOXICAM + PREDNISONE,3,0.0015103640743400002,0.0045310922230200005,12,15,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_MELOXICAM|item_drug_SIMVASTATIN,HYDROCHLOROTHIAZIDE + MELOXICAM + SIMVASTATIN,3,0.0016899052443547999,0.0050697157330644,9,15,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_MELOXICAM|item_drug_VIAGRA,HYDROCHLOROTHIAZIDE + MELOXICAM + VIAGRA,3,0.0013563950406961,0.0040691851220883,13,15,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_MELOXICAM|item_drug_ZOSTAVAX,HYDROCHLOROTHIAZIDE + MELOXICAM + ZOSTAVAX,3,0.0011732518589450999,0.0035197555768353,13,18,1979,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN|item_drug_NAPROXEN,HYDROCHLOROTHIAZIDE + MUPIROCIN + NAPROXEN,3,0.0012891585720302334,0.0038674757160907,10,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN|item_drug_OMEPRAZOLE,HYDROCHLOROTHIAZIDE + MUPIROCIN + OMEPRAZOLE,3,0.0020046343904853666,0.0060139031714561,7,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + MUPIROCIN + PREDNISONE,3,0.0016201229446366333,0.0048603688339099,10,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN|item_drug_SIMVASTATIN,HYDROCHLOROTHIAZIDE + MUPIROCIN + SIMVASTATIN,3,0.0017996641146514334,0.0053989923439543,9,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN|item_drug_VIAGRA,HYDROCHLOROTHIAZIDE + MUPIROCIN + VIAGRA,3,0.0014661539109927333,0.0043984617329782,10,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_MUPIROCIN|item_drug_ZOSTAVAX,HYDROCHLOROTHIAZIDE + MUPIROCIN + ZOSTAVAX,3,0.0012830107292417334,0.0038490321877252,10,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_NAPROXEN|item_drug_OMEPRAZOLE,HYDROCHLOROTHIAZIDE + NAPROXEN + OMEPRAZOLE,3,0.0015904010701285332,0.0047712032103855995,7,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_NAPROXEN|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + NAPROXEN + PREDNISONE,3,0.0012058896242797999,0.0036176688728394,12,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_NAPROXEN|item_drug_SIMVASTATIN,HYDROCHLOROTHIAZIDE + NAPROXEN + SIMVASTATIN,3,0.0013854307942946,0.0041562923828838,9,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_NAPROXEN|item_drug_VIAGRA,HYDROCHLOROTHIAZIDE + NAPROXEN + VIAGRA,3,0.0010519205906359,0.0031557617719077,14,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_NAPROXEN|item_drug_ZOSTAVAX,HYDROCHLOROTHIAZIDE + NAPROXEN + ZOSTAVAX,3,0.0008687774088849,0.0026063322266547,15,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,HYDROCHLOROTHIAZIDE + OMEPRAZOLE + PREDNISONE,3,0.0019213654427349333,0.0057640963282048,7,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,HYDROCHLOROTHIAZIDE + OMEPRAZOLE + SIMVASTATIN,3,0.0021009066127497334,0.0063027198382492,7,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_OMEPRAZOLE|item_drug_VIAGRA,HYDROCHLOROTHIAZIDE + OMEPRAZOLE + VIAGRA,3,0.0017673964090910335,0.0053021892272731,7,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_OMEPRAZOLE|item_drug_ZOSTAVAX,HYDROCHLOROTHIAZIDE + OMEPRAZOLE + ZOSTAVAX,3,0.0015842532273400332,0.0047527596820201,7,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_PREDNISONE|item_drug_SIMVASTATIN,HYDROCHLOROTHIAZIDE + PREDNISONE + SIMVASTATIN,3,0.001716395166901,0.0051491855007030005,9,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_PREDNISONE|item_drug_VIAGRA,HYDROCHLOROTHIAZIDE + PREDNISONE + VIAGRA,3,0.0013828849632423,0.0041486548897269,12,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_PREDNISONE|item_drug_ZOSTAVAX,HYDROCHLOROTHIAZIDE + PREDNISONE + ZOSTAVAX,3,0.0011997417814913,0.0035992253444739,12,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_SIMVASTATIN|item_drug_VIAGRA,HYDROCHLOROTHIAZIDE + SIMVASTATIN + VIAGRA,3,0.0015624261332571,0.0046872783997713,9,15,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_SIMVASTATIN|item_drug_ZOSTAVAX,HYDROCHLOROTHIAZIDE + SIMVASTATIN + ZOSTAVAX,3,0.0013792829515061002,0.0041378488545183,9,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_HYDROCHLOROTHIAZIDE|item_drug_VIAGRA|item_drug_ZOSTAVAX,HYDROCHLOROTHIAZIDE + VIAGRA + ZOSTAVAX,3,0.0010457727478474,0.0031373182435422,14,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_LISINOPRIL|item_drug_MELOXICAM,IBUPROFEN + LISINOPRIL + MELOXICAM,3,0.007213059210410266,0.0216391776312308,4,13,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_LISINOPRIL|item_drug_MUPIROCIN,IBUPROFEN + LISINOPRIL + MUPIROCIN,3,0.0073228180807069,0.0219684542421207,4,10,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_LISINOPRIL|item_drug_NAPROXEN,IBUPROFEN + LISINOPRIL + NAPROXEN,3,0.0069085847603500665,0.0207257542810502,4,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_LISINOPRIL|item_drug_OMEPRAZOLE,IBUPROFEN + LISINOPRIL + OMEPRAZOLE,3,0.0076240605788052,0.0228721817364156,4,8,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_LISINOPRIL|item_drug_PREDNISONE,IBUPROFEN + LISINOPRIL + PREDNISONE,3,0.007239549132956467,0.0217186473988694,4,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_LISINOPRIL|item_drug_SIMVASTATIN,IBUPROFEN + LISINOPRIL + SIMVASTATIN,3,0.007419090302971267,0.0222572709089138,4,9,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_LISINOPRIL|item_drug_VIAGRA,IBUPROFEN + LISINOPRIL + VIAGRA,3,0.007085580099312567,0.021256740297937702,4,14,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_LISINOPRIL|item_drug_ZOSTAVAX,IBUPROFEN + LISINOPRIL + ZOSTAVAX,3,0.006902436917561566,0.0207073107526847,4,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_MELOXICAM|item_drug_MUPIROCIN,IBUPROFEN + MELOXICAM + MUPIROCIN,3,0.0022160898896184333,0.0066482696688553,8,13,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_MELOXICAM|item_drug_NAPROXEN,IBUPROFEN + MELOXICAM + NAPROXEN,3,0.0018018565692616,0.0054055697077848,8,17,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_MELOXICAM|item_drug_OMEPRAZOLE,IBUPROFEN + MELOXICAM + OMEPRAZOLE,3,0.002517332387716733,0.0075519971631501995,7,13,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_MELOXICAM|item_drug_PREDNISONE,IBUPROFEN + MELOXICAM + PREDNISONE,3,0.002132820941868,0.006398462825604,8,13,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_MELOXICAM|item_drug_SIMVASTATIN,IBUPROFEN + MELOXICAM + SIMVASTATIN,3,0.0023123621118828,0.0069370863356484,8,13,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_MELOXICAM|item_drug_VIAGRA,IBUPROFEN + MELOXICAM + VIAGRA,3,0.0019788519082241,0.0059365557246723,8,14,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_MELOXICAM|item_drug_ZOSTAVAX,IBUPROFEN + MELOXICAM + ZOSTAVAX,3,0.0017957087264730998,0.0053871261794193,8,18,1979,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_MUPIROCIN|item_drug_NAPROXEN,IBUPROFEN + MUPIROCIN + NAPROXEN,3,0.0019116154395582335,0.0057348463186747,8,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_MUPIROCIN|item_drug_OMEPRAZOLE,IBUPROFEN + MUPIROCIN + OMEPRAZOLE,3,0.002627091258013367,0.0078812737740401,7,10,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_MUPIROCIN|item_drug_PREDNISONE,IBUPROFEN + MUPIROCIN + PREDNISONE,3,0.0022425798121646335,0.0067277394364939,8,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_MUPIROCIN|item_drug_SIMVASTATIN,IBUPROFEN + MUPIROCIN + SIMVASTATIN,3,0.0024221209821794335,0.0072663629465383,8,10,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_MUPIROCIN|item_drug_VIAGRA,IBUPROFEN + MUPIROCIN + VIAGRA,3,0.0020886107785207334,0.0062658323355622,8,14,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_MUPIROCIN|item_drug_ZOSTAVAX,IBUPROFEN + MUPIROCIN + ZOSTAVAX,3,0.0019054675967697333,0.0057164027903092,8,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_NAPROXEN|item_drug_OMEPRAZOLE,IBUPROFEN + NAPROXEN + OMEPRAZOLE,3,0.002212857937656533,0.0066385738129696,7,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_NAPROXEN|item_drug_PREDNISONE,IBUPROFEN + NAPROXEN + PREDNISONE,3,0.0018283464918078,0.0054850394754234,8,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_NAPROXEN|item_drug_SIMVASTATIN,IBUPROFEN + NAPROXEN + SIMVASTATIN,3,0.0020078876618226,0.0060236629854678,8,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_NAPROXEN|item_drug_VIAGRA,IBUPROFEN + NAPROXEN + VIAGRA,3,0.0016743774581639002,0.0050231323744917,8,17,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_NAPROXEN|item_drug_ZOSTAVAX,IBUPROFEN + NAPROXEN + ZOSTAVAX,3,0.0014912342764128999,0.0044737028292387,8,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_OMEPRAZOLE|item_drug_PREDNISONE,IBUPROFEN + OMEPRAZOLE + PREDNISONE,3,0.0025438223102629332,0.0076314669307888,7,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_OMEPRAZOLE|item_drug_SIMVASTATIN,IBUPROFEN + OMEPRAZOLE + SIMVASTATIN,3,0.0027233634802777333,0.0081700904408332,7,9,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_OMEPRAZOLE|item_drug_VIAGRA,IBUPROFEN + OMEPRAZOLE + VIAGRA,3,0.0023898532766190336,0.0071695598298571,7,14,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_OMEPRAZOLE|item_drug_ZOSTAVAX,IBUPROFEN + OMEPRAZOLE + ZOSTAVAX,3,0.0022067100948680333,0.0066201302846041,7,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_PREDNISONE|item_drug_SIMVASTATIN,IBUPROFEN + PREDNISONE + SIMVASTATIN,3,0.002338852034429,0.007016556103287,8,12,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_PREDNISONE|item_drug_VIAGRA,IBUPROFEN + PREDNISONE + VIAGRA,3,0.0020053418307703,0.0060160254923109,8,14,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_PREDNISONE|item_drug_ZOSTAVAX,IBUPROFEN + PREDNISONE + ZOSTAVAX,3,0.0018221986490193,0.0054665959470579,8,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_SIMVASTATIN|item_drug_VIAGRA,IBUPROFEN + SIMVASTATIN + VIAGRA,3,0.0021848830007851,0.0065546490023553,8,14,2000,2000,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_SIMVASTATIN|item_drug_ZOSTAVAX,IBUPROFEN + SIMVASTATIN + ZOSTAVAX,3,0.0020017398190341,0.0060052194571023,8,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_IBUPROFEN|item_drug_VIAGRA|item_drug_ZOSTAVAX,IBUPROFEN + VIAGRA + ZOSTAVAX,3,0.0016682296153754,0.0050046888461262,8,18,1980,1980,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
non_opioid_ed,55_64,low,item_drug_LISINOPRIL|item_drug_MELOXICAM|item_drug_MUPIROCIN,LISINOPRIL + MELOXICAM + MUPIROCIN,3,0.0069349648831801,0.0208048946495403,4,13,1999,1939,scenario_topk_rule_profile,co-occurring top SHAP/FFA drug profile; not explicit causal synergy
